PERIODO,FECHA,HORA,NO2_CENTENARIO,PM10_CENTENARIO,PM10_CORDOBA,PM10_LA_BOCA,CO_PALERMO
2009,09/11/2009,4,54,8,10,10,S/D
2009,09/11/2009,5,48,10,11,13,S/D
2009,09/11/2009,6,44,15,13,19,S/D
2009,09/11/2009,7,44,22,16,26,S/D
2009,09/11/2009,8,48,27,21,29,S/D
2009,09/11/2009,9,55,32,23,30,S/D
2009,09/11/2009,10,6,30,25,32,S/D
2009,09/11/2009,11,64,26,27,27,S/D
2009,09/11/2009,12,68,21,31,22,S/D
2009,09/11/2009,13,71,25,35,20,S/D
2009,09/11/2009,14,74,29,37,20,S/D
2009,09/11/2009,15,74,28,36,15,S/D
2009,09/11/2009,16,73,32,35,22,S/D
2009,09/11/2009,17,7,36,36,23,S/D
2009,09/11/2009,18,73,40,36,29,S/D
2009,09/11/2009,19,89,44,37,42,S/D
2009,09/11/2009,20,2,50,36,46,S/D
2009,09/11/2009,21,43,46,36,40,S/D
2009,09/11/2009,22,59,43,35,38,S/D
2009,09/11/2009,23,71,42,35,39,S/D
2009,09/11/2009,24,79,40,33,39,S/D
2009,10/11/2009,1,83,37,33,36,S/D
2009,10/11/2009,2,8,33,33,31,S/D
2009,10/11/2009,3,65,31,31,29,S/D
2009,10/11/2009,4,38,30,27,27,S/D
2009,10/11/2009,5,14,23,28,25,S/D
2009,10/11/2009,6,96,25,27,27,S/D
2009,10/11/2009,7,88,29,31,30,S/D
2009,10/11/2009,8,89,36,28,38,S/D
2009,10/11/2009,9,84,36,30,41,S/D
2009,10/11/2009,10,85,S/D,33,26,S/D
2009,10/11/2009,11,83,S/D,30,25,S/D
2009,10/11/2009,12,78,S/D,28,21,S/D
2009,10/11/2009,13,8,S/D,22,24,S/D
2009,10/11/2009,14,78,16,18,25,S/D
2009,10/11/2009,15,7,24,25,26,S/D
2009,10/11/2009,16,53,27,24,26,S/D
2009,10/11/2009,17,53,30,28,30,S/D
2009,10/11/2009,18,55,32,26,39,S/D
2009,10/11/2009,19,58,38,28,40,S/D
2009,10/11/2009,20,63,42,27,41,S/D
2009,10/11/2009,21,68,45,S/D,46,S/D
2009,10/11/2009,22,76,46,S/D,43,S/D
2009,10/11/2009,23,81,43,S/D,39,S/D
2009,10/11/2009,24,86,42,S/D,37,S/D
2009,11/11/2009,1,9,42,S/D,32,S/D
2009,11/11/2009,2,9,39,S/D,27,S/D
2009,11/11/2009,3,84,24,S/D,29,S/D
2009,11/11/2009,4,76,27,S/D,35,S/D
2009,11/11/2009,5,69,32,S/D,35,S/D
2009,11/11/2009,6,61,36,S/D,37,S/D
2009,11/11/2009,7,64,38,S/D,37,S/D
2009,11/11/2009,8,65,37,27,39,S/D
2009,11/11/2009,9,7,44,28,45,S/D
2009,11/11/2009,10,73,40,S/D,36,S/D
2009,11/11/2009,11,76,30,S/D,33,S/D
2009,11/11/2009,12,78,23,S/D,29,S/D
2009,11/11/2009,13,79,20,28,25,S/D
2009,11/11/2009,14,79,19,21,24,S/D
2009,11/11/2009,15,73,21,27,25,S/D
2009,11/11/2009,16,66,23,28,27,S/D
2009,11/11/2009,17,58,23,28,28,S/D
2009,11/11/2009,18,53,27,25,33,S/D
2009,11/11/2009,19,51,34,26,39,S/D
2009,11/11/2009,20,56,41,28,41,S/D
2009,11/11/2009,21,65,45,29,36,S/D
2009,11/11/2009,22,71,38,26,29,S/D
2009,11/11/2009,23,73,27,19,29,S/D
2009,11/11/2009,24,73,22,17,31,S/D
2009,12/11/2009,1,73,25,19,21,S/D
2009,12/11/2009,2,71,23,18,21,S/D
2009,12/11/2009,3,68,18,14,19,S/D
2009,12/11/2009,4,6,13,14,17,S/D
2009,12/11/2009,5,49,20,14,23,S/D
2009,12/11/2009,6,41,29,16,28,S/D
2009,12/11/2009,7,4,33,30,33,S/D
2009,12/11/2009,8,44,37,51,38,S/D
2009,12/11/2009,9,46,29,55,31,S/D
2009,12/11/2009,10,5,30,47,33,S/D
2009,12/11/2009,11,54,28,35,34,S/D
2009,12/11/2009,12,59,29,26,32,S/D
2009,12/11/2009,13,64,25,19,29,S/D
2009,12/11/2009,14,64,21,23,27,S/D
2009,12/11/2009,15,6,21,27,29,S/D
2009,12/11/2009,16,58,22,22,29,S/D
2009,12/11/2009,17,56,24,28,30,S/D
2009,12/11/2009,18,6,36,34,30,S/D
2009,12/11/2009,19,61,42,36,30,S/D
2009,12/11/2009,20,64,44,33,32,S/D
2009,12/11/2009,21,66,41,27,28,S/D
2009,12/11/2009,22,7,34,28,26,S/D
2009,12/11/2009,23,73,36,24,20,S/D
2009,12/11/2009,24,75,32,21,24,S/D
2009,13/11/2009,1,74,34,16,21,S/D
2009,13/11/2009,2,66,33,18,22,S/D
2009,13/11/2009,3,6,15,13,12,S/D
2009,13/11/2009,4,54,10,11,13,S/D
2009,13/11/2009,5,51,9,9,19,S/D
2009,13/11/2009,6,5,20,23,30,S/D
2009,13/11/2009,7,5,35,78,41,S/D
2009,13/11/2009,8,49,41,30,37,S/D
2009,13/11/2009,9,5,28,29,25,S/D
2009,13/11/2009,10,54,18,23,S/D,S/D
2009,13/11/2009,11,58,19,26,S/D,S/D
2009,13/11/2009,12,23,S/D,S/D,S/D,0
2009,13/11/2009,13,61,25,31,S/D,S/D
2009,13/11/2009,14,63,22,33,S/D,S/D
2009,13/11/2009,15,64,34,31,42,S/D
2009,13/11/2009,16,7,42,33,31,S/D
2009,13/11/2009,17,76,33,43,34,S/D
2009,13/11/2009,18,83,32,46,32,S/D
2009,13/11/2009,19,88,36,40,40,S/D
2009,13/11/2009,20,91,36,34,41,S/D
2009,13/11/2009,21,95,34,32,29,S/D
2009,13/11/2009,22,1,38,30,23,S/D
2009,13/11/2009,23,3,32,25,31,S/D
2009,13/11/2009,24,98,30,25,29,S/D
2009,14/11/2009,1,93,30,27,30,S/D
2009,14/11/2009,2,88,26,31,22,S/D
2009,14/11/2009,3,81,22,26,16,S/D
2009,14/11/2009,4,76,22,25,17,S/D
2009,14/11/2009,5,71,24,23,24,S/D
2009,14/11/2009,6,63,18,23,14,S/D
2009,14/11/2009,7,55,18,23,15,S/D
2009,14/11/2009,8,5,21,28,20,S/D
2009,14/11/2009,9,48,26,29,22,S/D
2009,14/11/2009,10,46,32,29,21,S/D
2009,14/11/2009,11,48,36,30,20,S/D
2009,14/11/2009,12,51,40,28,15,S/D
2009,14/11/2009,13,54,47,24,14,S/D
2009,14/11/2009,14,56,49,22,14,S/D
2009,14/11/2009,15,58,30,15,15,S/D
2009,14/11/2009,16,56,13,15,15,S/D
2009,14/11/2009,17,54,14,17,15,S/D
2009,14/11/2009,18,5,14,17,16,S/D
2009,14/11/2009,19,46,13,20,20,S/D
2009,14/11/2009,20,41,18,109,35,S/D
2009,14/11/2009,21,4,22,113,35,S/D
2009,14/11/2009,22,4,24,24,31,S/D
2009,14/11/2009,23,43,24,25,40,S/D
2009,14/11/2009,24,46,24,23,25,S/D
2009,15/11/2009,1,49,20,23,16,S/D
2009,15/11/2009,2,5,17,22,11,S/D
2009,15/11/2009,3,51,17,23,13,S/D
2009,15/11/2009,4,5,18,21,10,S/D
2009,15/11/2009,5,46,15,16,13,S/D
2009,15/11/2009,6,41,10,14,13,S/D
2009,15/11/2009,7,38,10,15,14,S/D
2009,15/11/2009,8,33,8,14,11,S/D
2009,15/11/2009,9,3,12,13,11,S/D
2009,15/11/2009,10,29,13,14,14,S/D
2009,15/11/2009,11,3,17,19,14,S/D
2009,15/11/2009,12,34,17,20,14,S/D
2009,15/11/2009,13,39,21,23,18,S/D
2009,15/11/2009,14,44,21,20,19,S/D
2009,15/11/2009,15,46,18,20,18,S/D
2009,15/11/2009,16,5,19,23,21,S/D
2009,15/11/2009,17,51,24,27,23,S/D
2009,15/11/2009,18,54,23,25,28,S/D
2009,15/11/2009,19,54,26,26,34,S/D
2009,15/11/2009,20,59,35,22,35,S/D
2009,15/11/2009,21,71,42,22,41,S/D
2009,15/11/2009,22,91,40,22,45,S/D
2009,15/11/2009,23,16,41,24,40,S/D
2009,15/11/2009,24,48,42,23,37,S/D
2009,16/11/2009,1,63,38,23,34,S/D
2009,16/11/2009,2,7,34,23,32,S/D
2009,16/11/2009,3,74,31,24,31,S/D
2009,16/11/2009,4,68,26,21,24,S/D
2009,16/11/2009,5,51,18,19,18,S/D
2009,16/11/2009,6,29,22,16,24,S/D
2009,16/11/2009,7,3,18,15,21,S/D
2009,16/11/2009,8,71,18,S/D,20,S/D
2009,16/11/2009,9,59,16,S/D,20,S/D
2009,16/11/2009,10,51,15,S/D,18,S/D
2009,16/11/2009,11,48,16,S/D,17,S/D
2009,16/11/2009,12,48,15,S/D,17,S/D
2009,16/11/2009,13,48,18,25,19,S/D
2009,16/11/2009,14,48,17,22,31,S/D
2009,16/11/2009,15,48,17,25,22,S/D
2009,16/11/2009,16,46,18,24,21,S/D
2009,16/11/2009,17,45,21,26,24,S/D
2009,16/11/2009,18,46,25,26,29,S/D
2009,16/11/2009,19,48,26,25,34,S/D
2009,16/11/2009,20,51,31,25,33,S/D
2009,16/11/2009,21,55,30,22,30,S/D
2009,16/11/2009,22,58,24,19,18,S/D
2009,16/11/2009,23,59,18,15,18,S/D
2009,16/11/2009,24,59,13,11,13,S/D
2009,17/11/2009,1,58,10,10,12,S/D
2009,17/11/2009,2,54,8,8,11,S/D
2009,17/11/2009,3,5,7,8,10,S/D
2009,17/11/2009,4,44,7,11,10,S/D
2009,17/11/2009,5,39,9,13,15,S/D
2009,17/11/2009,6,35,11,12,15,S/D
2009,17/11/2009,7,34,12,24,18,S/D
2009,17/11/2009,8,35,15,15,21,S/D
2009,17/11/2009,9,39,14,16,23,S/D
2009,17/11/2009,10,45,15,17,26,S/D
2009,17/11/2009,11,54,17,18,25,S/D
2009,17/11/2009,12,61,20,24,31,S/D
2009,17/11/2009,13,68,21,32,35,S/D
2009,17/11/2009,14,74,22,34,31,S/D
2009,17/11/2009,15,8,25,27,26,S/D
2009,17/11/2009,16,88,26,31,30,S/D
2009,17/11/2009,17,9,27,28,31,S/D
2009,17/11/2009,18,93,30,25,29,S/D
2009,17/11/2009,19,9,23,23,30,S/D
2009,17/11/2009,20,88,26,23,24,S/D
2009,17/11/2009,21,86,27,20,23,S/D
2009,17/11/2009,22,84,21,17,19,S/D
2009,17/11/2009,23,79,18,13,14,S/D
2009,17/11/2009,24,7,19,14,15,S/D
2009,18/11/2009,1,63,21,29,15,S/D
2009,18/11/2009,2,54,23,110,11,S/D
2009,18/11/2009,3,46,32,14,11,S/D
2009,18/11/2009,4,4,24,15,11,S/D
2009,18/11/2009,5,34,22,16,11,S/D
2009,18/11/2009,6,29,15,13,11,S/D
2009,18/11/2009,7,25,18,17,17,S/D
2009,18/11/2009,8,25,22,23,20,S/D
2009,18/11/2009,9,26,S/D,27,20,S/D
2009,18/11/2009,10,28,S/D,34,26,S/D
2009,18/11/2009,11,3,S/D,34,22,S/D
2009,18/11/2009,12,33,S/D,38,22,S/D
2009,18/11/2009,13,34,16,43,22,S/D
2009,18/11/2009,14,37,15,44,22,S/D
2009,18/11/2009,15,42,16,37,22,S/D
2009,18/11/2009,16,45,20,33,24,S/D
2009,18/11/2009,17,5,20,30,21,S/D
2009,18/11/2009,18,53,19,34,23,S/D
2009,18/11/2009,19,58,21,39,26,S/D
2009,18/11/2009,20,65,24,38,28,S/D
2009,18/11/2009,21,67,24,32,29,S/D
2009,18/11/2009,22,69,22,28,23,S/D
2009,18/11/2009,23,7,18,26,21,S/D
2009,18/11/2009,24,69,14,24,18,S/D
2009,19/11/2009,1,66,13,18,14,S/D
2009,19/11/2009,2,64,13,21,12,S/D
2009,19/11/2009,3,6,8,13,16,S/D
2009,19/11/2009,4,54,5,11,7,S/D
2009,19/11/2009,5,48,4,18,5,S/D
2009,19/11/2009,6,41,8,16,11,S/D
2009,19/11/2009,7,39,18,25,17,S/D
2009,19/11/2009,8,41,24,26,23,S/D
2009,19/11/2009,9,45,23,29,19,S/D
2009,19/11/2009,10,49,23,28,16,S/D
2009,19/11/2009,11,53,26,34,21,S/D
2009,19/11/2009,12,58,30,37,21,S/D
2009,19/11/2009,13,63,26,29,17,S/D
2009,19/11/2009,14,66,32,34,13,S/D
2009,19/11/2009,15,69,26,35,13,S/D
2009,19/11/2009,16,68,25,36,12,S/D
2009,19/11/2009,17,65,28,40,14,S/D
2009,19/11/2009,18,65,29,36,15,S/D
2009,19/11/2009,19,69,34,36,18,S/D
2009,19/11/2009,20,71,39,33,22,S/D
2009,19/11/2009,21,78,43,30,34,S/D
2009,19/11/2009,22,9,46,26,36,S/D
2009,19/11/2009,23,98,45,25,35,S/D
2009,19/11/2009,24,3,46,24,33,S/D
2009,20/11/2009,1,9,43,22,37,S/D
2009,20/11/2009,2,13,39,20,32,S/D
2009,20/11/2009,3,9,35,18,29,S/D
2009,20/11/2009,4,4,28,16,16,S/D
2009,20/11/2009,5,93,13,13,11,S/D
2009,20/11/2009,6,76,11,13,19,S/D
2009,20/11/2009,7,66,18,15,21,S/D
2009,20/11/2009,8,6,22,15,24,S/D
2009,20/11/2009,9,54,23,16,23,S/D
2009,20/11/2009,10,47,S/D,16,27,S/D
2009,20/11/2009,11,43,S/D,19,S/D,S/D
2009,20/11/2009,12,S/D,S/D,S/D,S/D,0
2009,20/11/2009,13,5,S/D,32,53,S/D
2009,20/11/2009,14,53,S/D,37,30,S/D
2009,20/11/2009,15,55,25,43,23,S/D
2009,20/11/2009,16,55,25,40,27,S/D
2009,20/11/2009,17,55,26,40,29,S/D
2009,20/11/2009,18,57,24,38,36,S/D
2009,20/11/2009,19,6,27,37,41,S/D
2009,20/11/2009,20,63,32,35,27,S/D
2009,20/11/2009,21,66,26,26,20,S/D
2009,20/11/2009,22,68,33,27,19,S/D
2009,20/11/2009,23,69,27,23,16,S/D
2009,20/11/2009,24,69,22,20,13,S/D
2009,21/11/2009,1,68,20,18,11,S/D
2009,21/11/2009,2,65,22,19,12,S/D
2009,21/11/2009,3,61,13,15,10,S/D
2009,21/11/2009,4,55,8,12,7,S/D
2009,21/11/2009,5,49,6,11,6,S/D
2009,21/11/2009,6,43,7,12,15,S/D
2009,21/11/2009,7,4,13,16,16,S/D
2009,21/11/2009,8,39,17,20,18,S/D
2009,21/11/2009,9,38,18,22,15,S/D
2009,21/11/2009,10,39,21,23,14,S/D
2009,21/11/2009,11,43,21,24,15,S/D
2009,21/11/2009,12,49,22,21,15,S/D
2009,21/11/2009,13,56,21,21,15,S/D
2009,21/11/2009,14,63,17,21,15,S/D
2009,21/11/2009,15,68,15,20,16,S/D
2009,21/11/2009,16,71,13,21,15,S/D
2009,21/11/2009,17,75,16,21,21,S/D
2009,21/11/2009,18,78,17,19,17,S/D
2009,21/11/2009,19,79,16,20,19,S/D
2009,21/11/2009,20,79,17,18,19,S/D
2009,21/11/2009,21,81,20,18,23,S/D
2009,21/11/2009,22,85,21,18,18,S/D
2009,21/11/2009,23,88,21,15,24,S/D
2009,21/11/2009,24,93,22,15,25,S/D
2009,22/11/2009,1,99,19,15,23,S/D
2009,22/11/2009,2,6,19,15,22,S/D
2009,22/11/2009,3,11,18,14,22,S/D
2009,22/11/2009,4,14,17,15,19,S/D
2009,22/11/2009,5,1,15,17,15,S/D
2009,22/11/2009,6,5,13,13,15,S/D
2009,22/11/2009,7,13,S/D,S/D,S/D,0
2009,22/11/2009,8,94,12,16,11,S/D
2009,22/11/2009,9,86,11,16,11,S/D
2009,22/11/2009,10,76,9,16,7,S/D
2009,22/11/2009,11,69,8,19,8,S/D
2009,22/11/2009,12,64,9,22,9,S/D
2009,22/11/2009,13,64,11,22,10,S/D
2009,22/11/2009,14,64,11,21,12,S/D
2009,22/11/2009,15,65,12,21,11,S/D
2009,22/11/2009,16,65,11,22,15,S/D
2009,22/11/2009,17,66,15,19,18,S/D
2009,22/11/2009,18,68,16,26,21,S/D
2009,22/11/2009,19,69,15,18,17,S/D
2009,22/11/2009,20,7,14,19,20,S/D
2009,22/11/2009,21,7,16,18,20,S/D
2009,22/11/2009,22,71,18,23,18,S/D
2009,22/11/2009,23,73,18,23,20,S/D
2009,22/11/2009,24,74,16,22,18,S/D
2009,23/11/2009,1,73,14,21,22,S/D
2009,23/11/2009,2,7,10,18,17,S/D
2009,23/11/2009,3,66,8,15,9,S/D
2009,23/11/2009,4,63,8,15,12,S/D
2009,23/11/2009,5,58,8,13,12,S/D
2009,23/11/2009,6,53,8,14,18,S/D
2009,23/11/2009,7,49,12,19,19,S/D
2009,23/11/2009,8,48,13,25,15,S/D
2009,23/11/2009,9,5,13,27,16,S/D
2009,23/11/2009,10,53,11,23,15,S/D
2009,23/11/2009,11,58,9,21,14,S/D
2009,23/11/2009,12,61,10,24,17,S/D
2009,23/11/2009,13,65,9,26,16,S/D
2009,23/11/2009,14,7,13,27,17,S/D
2009,23/11/2009,15,74,19,29,19,S/D
2009,23/11/2009,16,76,19,28,23,S/D
2009,23/11/2009,17,76,18,32,23,S/D
2009,23/11/2009,18,79,26,31,28,S/D
2009,23/11/2009,19,81,27,29,32,S/D
2009,23/11/2009,20,85,28,28,29,S/D
2009,23/11/2009,21,88,22,27,23,S/D
2009,23/11/2009,22,88,17,24,23,S/D
2009,23/11/2009,23,86,17,21,21,S/D
2009,23/11/2009,24,84,18,18,18,S/D
2009,24/11/2009,1,8,17,43,19,S/D
2009,24/11/2009,2,74,12,27,14,S/D
2009,24/11/2009,3,66,9,13,8,S/D
2009,24/11/2009,4,58,7,28,9,S/D
2009,24/11/2009,5,51,8,78,20,S/D
2009,24/11/2009,6,46,11,22,14,S/D
2009,24/11/2009,7,44,13,26,36,S/D
2009,24/11/2009,8,45,S/D,31,20,S/D
2009,24/11/2009,9,49,S/D,32,21,S/D
2009,24/11/2009,10,55,S/D,23,20,S/D
2009,24/11/2009,11,61,S/D,31,20,S/D
2009,24/11/2009,12,66,S/D,28,20,S/D
2009,24/11/2009,13,7,20,24,20,S/D
2009,24/11/2009,14,75,11,26,18,S/D
2009,24/11/2009,15,78,15,29,21,S/D
2009,24/11/2009,16,78,17,34,28,S/D
2009,24/11/2009,17,77,16,34,26,S/D
2009,24/11/2009,18,73,18,32,25,S/D
2009,24/11/2009,19,7,20,32,28,S/D
2009,24/11/2009,20,71,21,26,32,S/D
2009,24/11/2009,21,75,23,39,25,S/D
2009,24/11/2009,22,83,25,23,26,S/D
2009,24/11/2009,23,88,22,48,32,S/D
2009,24/11/2009,24,9,19,22,28,S/D
2009,25/11/2009,1,91,17,16,24,S/D
2009,25/11/2009,2,91,16,12,20,S/D
2009,25/11/2009,3,89,12,11,15,S/D
2009,25/11/2009,4,84,8,14,10,S/D
2009,25/11/2009,5,76,7,30,17,S/D
2009,25/11/2009,6,68,11,13,23,S/D
2009,25/11/2009,7,63,13,14,32,S/D
2009,25/11/2009,8,63,15,16,28,S/D
2009,25/11/2009,9,69,21,17,28,S/D
2009,25/11/2009,10,76,20,17,27,S/D
2009,25/11/2009,11,84,21,21,31,S/D
2009,25/11/2009,12,91,19,28,19,S/D
2009,25/11/2009,13,98,19,27,21,S/D
2009,25/11/2009,14,19,S/D,S/D,S/D,0
2009,25/11/2009,15,3,19,27,16,S/D
2009,25/11/2009,16,1,18,25,14,S/D
2009,25/11/2009,17,95,20,22,15,S/D
2009,25/11/2009,18,91,23,21,21,S/D
2009,25/11/2009,19,95,23,22,26,S/D
2009,25/11/2009,20,96,20,30,24,S/D
2009,25/11/2009,21,96,18,25,19,S/D
2009,25/11/2009,22,96,17,31,19,S/D
2009,25/11/2009,23,93,16,19,20,S/D
2009,25/11/2009,24,9,18,17,22,S/D
2009,26/11/2009,1,88,20,17,21,S/D
2009,26/11/2009,2,83,18,13,13,S/D
2009,26/11/2009,3,71,12,13,11,S/D
2009,26/11/2009,4,64,12,11,10,S/D
2009,26/11/2009,5,59,13,13,13,S/D
2009,26/11/2009,6,56,13,11,18,S/D
2009,26/11/2009,7,56,17,13,16,S/D
2009,26/11/2009,8,6,155,S/D,20,S/D
2009,26/11/2009,9,69,41,S/D,19,S/D
2009,26/11/2009,10,73,38,S/D,36,S/D
2009,26/11/2009,11,76,32,S/D,25,S/D
2009,26/11/2009,12,8,30,S/D,22,S/D
2009,26/11/2009,13,85,31,28,23,S/D
2009,26/11/2009,14,88,37,34,25,S/D
2009,26/11/2009,15,9,31,39,30,S/D
2009,26/11/2009,16,89,33,41,22,S/D
2009,26/11/2009,17,84,33,38,23,S/D
2009,26/11/2009,18,84,31,36,31,S/D
2009,26/11/2009,19,85,25,27,26,S/D
2009,26/11/2009,20,86,30,25,28,S/D
2009,26/11/2009,21,86,32,25,31,S/D
2009,26/11/2009,22,88,32,25,30,S/D
2009,26/11/2009,23,89,31,26,26,S/D
2009,26/11/2009,24,89,22,21,18,S/D
2009,27/11/2009,1,86,22,20,13,S/D
2009,27/11/2009,2,83,21,17,10,S/D
2009,27/11/2009,3,78,17,14,11,S/D
2009,27/11/2009,4,73,9,14,16,S/D
2009,27/11/2009,5,68,14,12,30,S/D
2009,27/11/2009,6,63,14,13,37,S/D
2009,27/11/2009,7,59,22,17,42,S/D
2009,27/11/2009,8,59,26,S/D,40,S/D
2009,27/11/2009,9,61,25,S/D,S/D,S/D
2009,27/11/2009,10,65,22,S/D,S/D,S/D
2009,27/11/2009,11,7,25,S/D,S/D,S/D
2009,27/11/2009,12,79,31,S/D,S/D,S/D
2009,27/11/2009,13,88,31,23,31,S/D
2009,27/11/2009,14,96,33,24,28,S/D
2009,27/11/2009,15,3,32,24,24,S/D
2009,27/11/2009,16,5,27,26,23,S/D
2009,27/11/2009,17,6,29,27,24,S/D
2009,27/11/2009,18,8,31,28,31,S/D
2009,27/11/2009,19,9,31,28,34,S/D
2009,27/11/2009,20,6,28,28,28,S/D
2009,27/11/2009,21,4,28,26,29,S/D
2009,27/11/2009,22,1,29,25,26,S/D
2009,27/11/2009,23,29,S/D,S/D,S/D,1
2009,27/11/2009,24,99,26,23,27,S/D
2009,28/11/2009,1,96,23,21,26,S/D
2009,28/11/2009,2,94,22,21,23,S/D
2009,28/11/2009,3,94,31,20,27,S/D
2009,28/11/2009,4,9,19,19,17,S/D
2009,28/11/2009,5,85,12,17,13,S/D
2009,28/11/2009,6,81,16,17,18,S/D
2009,28/11/2009,7,8,25,18,22,S/D
2009,28/11/2009,8,76,16,19,21,S/D
2009,28/11/2009,9,75,15,20,17,S/D
2009,28/11/2009,10,75,17,20,16,S/D
2009,28/11/2009,11,73,18,21,17,S/D
2009,28/11/2009,12,75,18,22,15,S/D
2009,28/11/2009,13,78,16,22,14,S/D
2009,28/11/2009,14,78,15,24,15,S/D
2009,28/11/2009,15,75,15,23,14,S/D
2009,28/11/2009,16,76,14,23,17,S/D
2009,28/11/2009,17,76,14,23,17,S/D
2009,28/11/2009,18,76,18,26,17,S/D
2009,28/11/2009,19,76,19,24,20,S/D
2009,28/11/2009,20,75,20,23,19,S/D
2009,28/11/2009,21,76,21,24,21,S/D
2009,28/11/2009,22,8,25,24,20,S/D
2009,28/11/2009,23,84,23,23,26,S/D
2009,28/11/2009,24,85,20,22,22,S/D
2009,29/11/2009,1,88,20,21,23,S/D
2009,29/11/2009,2,89,21,20,15,S/D
2009,29/11/2009,3,9,16,17,12,S/D
2009,29/11/2009,4,9,13,14,9,S/D
2009,29/11/2009,5,88,10,13,7,S/D
2009,29/11/2009,6,83,8,14,7,S/D
2009,29/11/2009,7,79,9,13,8,S/D
2009,29/11/2009,8,76,8,14,5,S/D
2009,29/11/2009,9,73,7,14,9,S/D
2009,29/11/2009,10,7,11,17,19,S/D
2009,29/11/2009,11,69,13,18,23,S/D
2009,29/11/2009,12,74,17,24,19,S/D
2009,29/11/2009,13,79,19,21,23,S/D
2009,29/11/2009,14,85,18,24,18,S/D
2009,29/11/2009,15,88,16,26,14,S/D
2009,29/11/2009,16,93,18,19,23,S/D
2009,29/11/2009,17,21,S/D,S/D,S/D,0
2009,29/11/2009,18,8,22,29,25,S/D
2009,29/11/2009,19,1,16,25,16,S/D
2009,29/11/2009,20,6,16,25,S/D,S/D
2009,29/11/2009,21,5,21,19,20,S/D
2009,29/11/2009,22,5,23,32,25,S/D
2009,29/11/2009,23,6,25,38,23,S/D
2009,29/11/2009,24,5,80,22,20,S/D
2009,30/11/2009,1,32,S/D,S/D,S/D,0
2009,30/11/2009,2,93,26,22,26,S/D
2009,30/11/2009,3,88,21,21,24,S/D
2009,30/11/2009,4,84,22,20,24,S/D
2009,30/11/2009,5,8,26,23,26,S/D
2009,30/11/2009,6,75,27,23,23,S/D
2009,30/11/2009,7,74,30,22,25,S/D
2009,30/11/2009,8,79,39,25,26,S/D
2009,30/11/2009,9,9,42,30,28,S/D
2009,30/11/2009,10,98,38,29,21,S/D
2009,30/11/2009,11,4,33,30,18,S/D
2009,30/11/2009,12,8,27,27,18,S/D
2009,30/11/2009,13,9,23,24,25,S/D
2009,30/11/2009,14,9,20,24,28,S/D
2009,30/11/2009,15,6,19,25,26,S/D
2009,30/11/2009,16,99,23,28,25,S/D
2009,30/11/2009,17,88,26,33,17,S/D
2009,30/11/2009,18,83,28,31,17,S/D
2009,30/11/2009,19,81,31,30,23,S/D
2009,30/11/2009,20,89,40,26,28,S/D
2009,30/11/2009,21,5,45,26,37,S/D
2009,30/11/2009,22,28,44,25,45,S/D
2009,30/11/2009,23,51,45,25,37,S/D
2009,30/11/2009,24,79,47,26,37,S/D
2009,01/12/2009,1,99,43,22,39,S/D
2009,01/12/2009,2,11,40,21,32,S/D
2009,01/12/2009,3,13,30,18,19,S/D
2009,01/12/2009,4,1,10,17,9,S/D
2009,01/12/2009,5,81,7,17,10,S/D
2009,01/12/2009,6,56,9,15,15,S/D
2009,01/12/2009,7,3,11,13,20,S/D
2009,01/12/2009,8,3,15,S/D,20,S/D
2009,01/12/2009,9,81,16,S/D,19,S/D
2009,01/12/2009,10,68,15,S/D,21,S/D
2009,01/12/2009,11,64,16,20,19,S/D
2009,01/12/2009,12,68,21,19,23,S/D
2009,01/12/2009,13,73,19,20,22,S/D
2009,01/12/2009,14,76,20,20,26,S/D
2009,01/12/2009,15,8,20,20,27,S/D
2009,01/12/2009,16,81,23,22,29,S/D
2009,01/12/2009,17,83,21,20,29,S/D
2009,01/12/2009,18,84,30,25,30,S/D
2009,01/12/2009,19,9,36,27,32,S/D
2009,01/12/2009,20,3,40,27,29,S/D
2009,01/12/2009,21,16,39,23,29,S/D
2009,01/12/2009,22,33,38,26,31,S/D
2009,01/12/2009,23,44,34,21,29,S/D
2009,01/12/2009,24,46,27,21,21,S/D
2009,02/12/2009,1,51,33,20,23,S/D
2009,02/12/2009,2,55,29,19,19,S/D
2009,02/12/2009,3,46,12,12,15,S/D
2009,02/12/2009,4,29,8,12,11,S/D
2009,02/12/2009,5,1,7,12,13,S/D
2009,02/12/2009,6,9,13,13,21,S/D
2009,02/12/2009,7,76,23,16,24,S/D
2009,02/12/2009,8,74,23,19,23,S/D
2009,02/12/2009,9,7,26,21,26,S/D
2009,02/12/2009,10,63,S/D,21,25,S/D
2009,02/12/2009,11,63,S/D,23,23,S/D
2009,02/12/2009,12,S/D,S/D,S/D,S/D,S/D
2009,02/12/2009,13,76,S/D,21,23,S/D
2009,02/12/2009,14,8,S/D,26,25,S/D
2009,02/12/2009,15,83,29,28,26,S/D
2009,02/12/2009,16,85,32,37,30,S/D
2009,02/12/2009,17,85,25,35,21,S/D
2009,02/12/2009,18,85,29,33,24,S/D
2009,02/12/2009,19,87,29,34,33,S/D
2009,02/12/2009,20,93,36,30,29,S/D
2009,02/12/2009,21,94,33,28,29,S/D
2009,02/12/2009,22,94,28,24,23,S/D
2009,02/12/2009,23,93,26,20,20,S/D
2009,02/12/2009,24,9,24,20,17,S/D
