PERIODO,FECHA,HORA,NO2_CENTENARIO,PM10_CENTENARIO,PM10_CORDOBA,PM10_LA_BOCA,CO_PALERMO
2010,14/09/2010,18,26,S/D,S/D,5,21
2010,14/09/2010,19,30,S/D,S/D,5,28
2010,14/09/2010,20,39,S/D,S/D,9,36
2010,14/09/2010,21,41,S/D,S/D,29,40
2010,14/09/2010,22,38,S/D,S/D,49,41
2010,14/09/2010,23,34,S/D,S/D,62,39
2010,14/09/2010,24,32,S/D,S/D,74,38
2010,15/09/2010,1,30,S/D,S/D,81,35
2010,15/09/2010,2,28,S/D,S/D,86,34
2010,15/09/2010,3,26,S/D,S/D,89,34
2010,15/09/2010,4,24,S/D,S/D,85,30
2010,15/09/2010,5,21,S/D,S/D,65,26
2010,15/09/2010,6,26,S/D,S/D,46,29
2010,15/09/2010,7,32,S/D,S/D,37,37
2010,15/09/2010,8,36,S/D,S/D,37,42
2010,15/09/2010,9,43,S/D,S/D,42,41
2010,15/09/2010,10,S/D,S/D,S/D,5,42
2010,15/09/2010,11,S/D,S/D,S/D,6,50
2010,15/09/2010,12,S/D,S/D,S/D,71,54
2010,15/09/2010,13,S/D,S/D,S/D,77,47
2010,15/09/2010,14,S/D,S/D,S/D,8,38
2010,15/09/2010,15,S/D,S/D,S/D,76,26
2010,15/09/2010,16,27,S/D,S/D,67,27
2010,15/09/2010,17,42,S/D,S/D,59,44
2010,15/09/2010,18,44,S/D,S/D,56,51
2010,15/09/2010,19,63,S/D,S/D,6,68
2010,15/09/2010,20,66,S/D,S/D,69,68
2010,15/09/2010,21,65,S/D,S/D,82,65
2010,15/09/2010,22,64,S/D,S/D,93,62
2010,15/09/2010,23,60,S/D,S/D,8,55
2010,15/09/2010,24,50,S/D,S/D,15,49
2010,16/09/2010,1,44,S/D,S/D,18,44
2010,16/09/2010,2,42,S/D,S/D,17,42
2010,16/09/2010,3,41,S/D,S/D,5,42
2010,16/09/2010,4,41,S/D,S/D,91,44
2010,16/09/2010,5,40,S/D,S/D,78,42
2010,16/09/2010,6,40,S/D,S/D,68,40
2010,16/09/2010,7,39,S/D,S/D,58,38
2010,16/09/2010,8,41,S/D,S/D,64,43
2010,16/09/2010,9,46,S/D,S/D,75,46
2010,16/09/2010,10,52,S/D,S/D,77,44
2010,16/09/2010,11,49,S/D,S/D,75,34
2010,16/09/2010,12,40,S/D,S/D,68,26
2010,16/09/2010,13,37,S/D,S/D,62,34
2010,16/09/2010,14,35,S/D,S/D,58,24
2010,16/09/2010,15,37,S/D,S/D,53,21
2010,16/09/2010,16,40,S/D,S/D,39,27
2010,16/09/2010,17,39,S/D,S/D,22,27
2010,16/09/2010,18,40,S/D,S/D,18,41
2010,16/09/2010,19,50,S/D,S/D,3,47
2010,16/09/2010,20,45,S/D,S/D,35,42
2010,16/09/2010,21,41,S/D,S/D,46,39
2010,16/09/2010,22,44,S/D,S/D,58,41
2010,16/09/2010,23,46,S/D,S/D,82,42
2010,16/09/2010,24,43,S/D,S/D,2,45
2010,17/09/2010,1,30,S/D,S/D,13,36
2010,17/09/2010,2,18,S/D,S/D,6,14
2010,17/09/2010,3,13,S/D,S/D,91,8
2010,17/09/2010,4,13,S/D,S/D,85,10
2010,17/09/2010,5,16,S/D,S/D,72,14
2010,17/09/2010,6,22,S/D,S/D,6,19
2010,17/09/2010,7,26,S/D,S/D,35,23
2010,17/09/2010,8,30,S/D,S/D,15,25
2010,17/09/2010,9,32,S/D,S/D,5,20
2010,17/09/2010,10,24,S/D,S/D,5,15
2010,17/09/2010,11,22,S/D,S/D,5,13
2010,17/09/2010,12,24,S/D,S/D,5,11
2010,17/09/2010,13,S/D,S/D,S/D,11,S/D
2010,17/09/2010,14,S/D,S/D,S/D,10,S/D
2010,17/09/2010,15,27,S/D,S/D,S/D,S/D
2010,17/09/2010,16,21,S/D,S/D,11,S/D
2010,17/09/2010,17,28,S/D,S/D,12,S/D
2010,17/09/2010,18,29,S/D,S/D,14,S/D
2010,17/09/2010,19,29,S/D,S/D,22,S/D
2010,17/09/2010,20,27,S/D,S/D,27,S/D
2010,17/09/2010,21,31,S/D,S/D,27,S/D
2010,17/09/2010,22,25,S/D,S/D,26,S/D
2010,17/09/2010,23,24,S/D,S/D,21,S/D
2010,17/09/2010,24,21,S/D,S/D,23,S/D
2010,18/09/2010,1,20,S/D,S/D,S/D,S/D
2010,18/09/2010,2,16,S/D,S/D,S/D,S/D
2010,18/09/2010,3,13,S/D,S/D,S/D,S/D
2010,18/09/2010,4,13,S/D,S/D,S/D,S/D
2010,18/09/2010,5,17,S/D,S/D,S/D,S/D
2010,18/09/2010,6,14,S/D,S/D,S/D,S/D
2010,18/09/2010,7,23,S/D,S/D,S/D,S/D
2010,18/09/2010,8,24,S/D,S/D,S/D,S/D
2010,18/09/2010,9,19,S/D,S/D,S/D,S/D
2010,18/09/2010,10,14,S/D,S/D,S/D,S/D
2010,18/09/2010,11,18,S/D,S/D,S/D,S/D
2010,18/09/2010,12,15,S/D,S/D,S/D,S/D
2010,18/09/2010,13,14,S/D,S/D,S/D,0
2010,18/09/2010,14,14,S/D,S/D,S/D,0
2010,18/09/2010,15,15,S/D,S/D,S/D,0
2010,18/09/2010,16,14,S/D,S/D,S/D,0
2010,18/09/2010,17,S/D,S/D,S/D,S/D,0
2010,18/09/2010,18,S/D,S/D,S/D,S/D,0
2010,18/09/2010,19,22,S/D,S/D,S/D,0
2010,18/09/2010,20,24,S/D,S/D,S/D,0
2010,18/09/2010,21,25,S/D,S/D,S/D,0
2010,18/09/2010,22,22,S/D,S/D,S/D,0
2010,18/09/2010,23,18,S/D,S/D,S/D,0
2010,18/09/2010,24,17,S/D,S/D,S/D,0
2010,19/09/2010,1,17,S/D,S/D,S/D,0
2010,19/09/2010,2,17,S/D,S/D,S/D,0
2010,19/09/2010,3,15,S/D,S/D,S/D,0
2010,19/09/2010,4,14,S/D,S/D,S/D,0
2010,19/09/2010,5,11,S/D,S/D,S/D,0
2010,19/09/2010,6,11,S/D,S/D,S/D,0
2010,19/09/2010,7,14,S/D,S/D,S/D,0
2010,19/09/2010,8,13,S/D,S/D,S/D,0
2010,19/09/2010,9,14,S/D,S/D,S/D,0
2010,19/09/2010,10,9,S/D,S/D,S/D,0
2010,19/09/2010,11,9,S/D,S/D,S/D,0
2010,19/09/2010,12,11,S/D,S/D,S/D,0
2010,19/09/2010,13,11,S/D,S/D,11,S/D
2010,19/09/2010,14,12,S/D,S/D,13,S/D
2010,19/09/2010,15,12,S/D,S/D,13,S/D
2010,19/09/2010,16,14,S/D,S/D,15,S/D
2010,19/09/2010,17,16,S/D,S/D,20,S/D
2010,19/09/2010,18,20,S/D,S/D,25,S/D
2010,19/09/2010,19,33,S/D,S/D,27,S/D
2010,19/09/2010,20,32,S/D,S/D,32,S/D
2010,19/09/2010,21,36,S/D,S/D,30,S/D
2010,19/09/2010,22,34,S/D,S/D,27,S/D
2010,19/09/2010,23,32,S/D,S/D,27,S/D
2010,19/09/2010,24,25,S/D,S/D,25,S/D
2010,20/09/2010,1,20,S/D,S/D,20,S/D
2010,20/09/2010,2,20,S/D,S/D,20,S/D
2010,20/09/2010,3,15,S/D,S/D,22,S/D
2010,20/09/2010,4,14,S/D,S/D,24,S/D
2010,20/09/2010,5,14,S/D,S/D,24,S/D
2010,20/09/2010,6,22,S/D,S/D,27,S/D
2010,20/09/2010,7,24,S/D,S/D,31,S/D
2010,20/09/2010,8,31,S/D,S/D,33,S/D
2010,20/09/2010,9,S/D,S/D,S/D,30,S/D
2010,20/09/2010,10,S/D,S/D,S/D,28,S/D
2010,20/09/2010,11,S/D,S/D,S/D,25,S/D
2010,20/09/2010,12,S/D,S/D,S/D,23,S/D
2010,20/09/2010,13,17,S/D,S/D,24,25
2010,20/09/2010,14,20,S/D,S/D,26,23
2010,20/09/2010,15,22,S/D,S/D,25,25
2010,20/09/2010,16,33,S/D,S/D,41,26
2010,20/09/2010,17,45,S/D,S/D,38,32
2010,20/09/2010,18,46,S/D,S/D,35,31
2010,20/09/2010,19,45,S/D,S/D,34,32
2010,20/09/2010,20,42,S/D,S/D,33,33
2010,20/09/2010,21,40,S/D,S/D,31,33
2010,20/09/2010,22,35,S/D,S/D,29,30
2010,20/09/2010,23,29,S/D,S/D,28,25
2010,20/09/2010,24,12,S/D,S/D,7,12
2010,21/09/2010,1,20,S/D,S/D,6,14
2010,21/09/2010,2,S/D,S/D,S/D,5,16
2010,21/09/2010,3,S/D,S/D,S/D,5,12
2010,21/09/2010,4,12,S/D,S/D,5,12
2010,21/09/2010,5,9,S/D,S/D,5,9
2010,21/09/2010,6,19,S/D,S/D,5,18
2010,21/09/2010,7,21,S/D,S/D,5,30
2010,21/09/2010,8,40,S/D,S/D,5,34
2010,21/09/2010,9,36,S/D,S/D,5,30
2010,21/09/2010,10,36,S/D,S/D,6,24
2010,21/09/2010,11,33,S/D,S/D,7,25
2010,21/09/2010,12,42,S/D,S/D,9,33
2010,21/09/2010,13,43,S/D,S/D,15,38
2010,21/09/2010,14,47,S/D,S/D,18,32
2010,21/09/2010,15,44,S/D,S/D,19,31
2010,21/09/2010,16,44,S/D,S/D,21,33
2010,21/09/2010,17,48,S/D,S/D,2,25
2010,21/09/2010,18,51,S/D,S/D,22,36
2010,21/09/2010,19,50,S/D,S/D,24,35
2010,21/09/2010,20,47,S/D,S/D,26,33
2010,21/09/2010,21,40,S/D,S/D,22,32
2010,21/09/2010,22,37,S/D,S/D,21,28
2010,21/09/2010,23,34,S/D,S/D,2,24
2010,21/09/2010,24,26,S/D,S/D,18,21
2010,22/09/2010,1,26,S/D,S/D,17,15
2010,22/09/2010,2,33,S/D,S/D,15,19
2010,22/09/2010,3,32,S/D,S/D,12,28
2010,22/09/2010,4,30,S/D,S/D,1,29
2010,22/09/2010,5,27,S/D,S/D,8,31
2010,22/09/2010,6,24,S/D,S/D,8,31
2010,22/09/2010,7,38,S/D,S/D,9,35
2010,22/09/2010,8,42,S/D,S/D,1,35
2010,22/09/2010,9,43,S/D,S/D,13,32
2010,22/09/2010,10,54,S/D,S/D,14,29
2010,22/09/2010,11,45,S/D,S/D,14,32
2010,22/09/2010,12,46,S/D,S/D,15,35
2010,22/09/2010,13,43,S/D,S/D,63,S/D
2010,22/09/2010,14,41,S/D,S/D,64,S/D
2010,22/09/2010,15,37,S/D,S/D,66,30
2010,22/09/2010,16,30,S/D,S/D,65,17
2010,22/09/2010,17,32,S/D,S/D,64,25
2010,22/09/2010,18,42,S/D,S/D,67,40
2010,22/09/2010,19,46,S/D,S/D,64,41
2010,22/09/2010,20,45,S/D,S/D,6,42
2010,22/09/2010,21,45,S/D,S/D,27,43
2010,22/09/2010,22,43,S/D,S/D,25,40
2010,22/09/2010,23,39,S/D,S/D,23,32
2010,22/09/2010,24,38,S/D,S/D,22,28
2010,23/09/2010,1,35,S/D,S/D,24,31
2010,23/09/2010,2,18,S/D,S/D,2,17
2010,23/09/2010,3,9,S/D,S/D,15,10
2010,23/09/2010,4,7,S/D,S/D,1,12
2010,23/09/2010,5,11,S/D,S/D,7,13
2010,23/09/2010,6,19,S/D,S/D,6,22
2010,23/09/2010,7,27,S/D,S/D,5,26
2010,23/09/2010,8,29,S/D,S/D,6,27
2010,23/09/2010,9,30,S/D,S/D,5,24
2010,23/09/2010,10,28,S/D,S/D,5,23
2010,23/09/2010,11,29,S/D,S/D,5,23
2010,23/09/2010,12,19,S/D,S/D,6,23
2010,23/09/2010,13,16,S/D,S/D,22,S/D
2010,23/09/2010,14,23,S/D,S/D,21,S/D
2010,23/09/2010,15,27,S/D,S/D,25,S/D
2010,23/09/2010,16,28,S/D,S/D,S/D,S/D
2010,23/09/2010,17,32,S/D,S/D,S/D,S/D
2010,23/09/2010,18,28,S/D,S/D,S/D,S/D
2010,23/09/2010,19,28,S/D,S/D,S/D,S/D
2010,23/09/2010,20,28,S/D,S/D,S/D,S/D
2010,23/09/2010,21,29,S/D,S/D,S/D,S/D
2010,23/09/2010,22,33,S/D,S/D,1,23
2010,23/09/2010,23,21,S/D,S/D,9,19
2010,23/09/2010,24,19,S/D,S/D,9,18
2010,24/09/2010,1,15,S/D,S/D,8,15
2010,24/09/2010,2,13,S/D,S/D,6,17
2010,24/09/2010,3,11,S/D,S/D,5,16
2010,24/09/2010,4,10,S/D,S/D,5,14
2010,24/09/2010,5,10,S/D,S/D,5,14
2010,24/09/2010,6,15,S/D,S/D,5,24
2010,24/09/2010,7,35,S/D,S/D,6,30
2010,24/09/2010,8,45,S/D,S/D,14,33
2010,24/09/2010,9,24,S/D,S/D,19,42
2010,24/09/2010,10,24,S/D,S/D,21,27
2010,24/09/2010,11,26,S/D,S/D,22,24
2010,24/09/2010,12,25,S/D,S/D,24,26
2010,24/09/2010,13,23,S/D,S/D,25,24
2010,24/09/2010,14,21,S/D,S/D,26,24
2010,24/09/2010,15,22,S/D,S/D,25,22
2010,24/09/2010,16,24,S/D,S/D,18,23
2010,24/09/2010,17,S/D,S/D,S/D,26,23
2010,24/09/2010,18,S/D,S/D,S/D,26,32
2010,24/09/2010,19,44,S/D,S/D,28,34
2010,24/09/2010,20,43,S/D,S/D,29,36
2010,24/09/2010,21,38,S/D,S/D,3,31
2010,24/09/2010,22,26,S/D,S/D,29,26
2010,24/09/2010,23,30,S/D,S/D,29,26
2010,24/09/2010,24,31,S/D,S/D,28,22
2010,25/09/2010,1,22,S/D,S/D,16,20
2010,25/09/2010,2,25,S/D,S/D,14,21
2010,25/09/2010,3,33,S/D,S/D,11,24
2010,25/09/2010,4,28,S/D,S/D,9,25
2010,25/09/2010,5,25,S/D,S/D,8,23
2010,25/09/2010,6,31,S/D,S/D,8,27
2010,25/09/2010,7,31,S/D,S/D,12,25
2010,25/09/2010,8,35,S/D,S/D,14,28
2010,25/09/2010,9,35,S/D,S/D,15,31
2010,25/09/2010,10,36,S/D,S/D,16,26
2010,25/09/2010,11,33,S/D,S/D,16,21
2010,25/09/2010,12,24,S/D,S/D,18,19
2010,25/09/2010,13,23,S/D,S/D,2,24
2010,25/09/2010,14,25,S/D,S/D,2,23
2010,25/09/2010,15,20,S/D,S/D,16,22
2010,25/09/2010,16,18,S/D,S/D,15,26
2010,25/09/2010,17,22,S/D,S/D,15,21
2010,25/09/2010,18,22,S/D,S/D,14,26
2010,25/09/2010,19,34,S/D,S/D,16,31
2010,25/09/2010,20,37,S/D,S/D,15,26
2010,25/09/2010,21,28,S/D,S/D,13,21
2010,25/09/2010,22,28,S/D,S/D,13,21
2010,25/09/2010,23,25,S/D,S/D,13,18
2010,25/09/2010,24,17,S/D,S/D,12,15
2010,26/09/2010,1,17,S/D,S/D,12,19
2010,26/09/2010,2,18,S/D,S/D,12,21
2010,26/09/2010,3,16,S/D,S/D,11,18
2010,26/09/2010,4,15,S/D,S/D,1,19
2010,26/09/2010,5,17,S/D,S/D,1,20
2010,26/09/2010,6,21,S/D,S/D,1,15
2010,26/09/2010,7,30,S/D,S/D,12,20
2010,26/09/2010,8,25,S/D,S/D,14,20
2010,26/09/2010,9,13,S/D,S/D,13,16
2010,26/09/2010,10,11,S/D,S/D,13,14
2010,26/09/2010,11,11,S/D,S/D,13,13
2010,26/09/2010,12,12,S/D,S/D,13,15
2010,26/09/2010,13,10,S/D,S/D,14,14
2010,26/09/2010,14,11,S/D,S/D,14,14
2010,26/09/2010,15,12,S/D,S/D,16,15
2010,26/09/2010,16,13,S/D,S/D,15,17
2010,26/09/2010,17,16,S/D,S/D,16,17
2010,26/09/2010,18,18,S/D,S/D,16,20
2010,26/09/2010,19,18,S/D,S/D,17,23
2010,26/09/2010,20,29,S/D,S/D,17,25
2010,26/09/2010,21,26,S/D,S/D,17,21
2010,26/09/2010,22,38,S/D,S/D,16,20
2010,26/09/2010,23,35,S/D,S/D,11,14
2010,26/09/2010,24,23,S/D,S/D,11,22
2010,27/09/2010,1,26,S/D,S/D,1,14
2010,27/09/2010,2,S/D,S/D,S/D,8,9
2010,27/09/2010,3,S/D,S/D,S/D,7,8
2010,27/09/2010,4,6,S/D,S/D,5,10
2010,27/09/2010,5,15,S/D,S/D,5,11
2010,27/09/2010,6,18,S/D,S/D,5,16
2010,27/09/2010,7,26,S/D,S/D,5,21
2010,27/09/2010,8,33,S/D,S/D,5,23
2010,27/09/2010,9,31,S/D,S/D,5,23
2010,27/09/2010,10,S/D,S/D,S/D,6,24
2010,27/09/2010,11,S/D,S/D,S/D,7,24
2010,27/09/2010,12,S/D,S/D,S/D,9,24
2010,27/09/2010,13,S/D,S/D,S/D,1,20
2010,27/09/2010,14,19,S/D,S/D,12,21
2010,27/09/2010,15,22,S/D,S/D,13,20
2010,27/09/2010,16,30,S/D,S/D,14,20
2010,27/09/2010,17,28,S/D,S/D,14,21
2010,27/09/2010,18,27,S/D,S/D,15,22
2010,27/09/2010,19,25,S/D,S/D,14,19
2010,27/09/2010,20,32,S/D,S/D,13,21
2010,27/09/2010,21,25,S/D,S/D,13,27
2010,27/09/2010,22,19,S/D,S/D,12,25
2010,27/09/2010,23,14,S/D,S/D,12,21
2010,27/09/2010,24,11,S/D,S/D,11,11
2010,28/09/2010,1,8,S/D,S/D,1,9
2010,28/09/2010,2,7,S/D,S/D,7,8
2010,28/09/2010,3,7,S/D,S/D,6,7
2010,28/09/2010,4,6,S/D,S/D,6,6
2010,28/09/2010,5,7,S/D,S/D,5,7
2010,28/09/2010,6,8,S/D,S/D,5,18
2010,28/09/2010,7,12,S/D,S/D,5,18
2010,28/09/2010,8,S/D,S/D,S/D,5,25
2010,28/09/2010,9,S/D,S/D,S/D,5,25
2010,28/09/2010,10,27,S/D,S/D,6,24
2010,28/09/2010,11,38,S/D,S/D,7,24
2010,28/09/2010,12,31,S/D,S/D,8,23
2010,28/09/2010,13,29,S/D,S/D,9,21
2010,28/09/2010,14,27,S/D,S/D,11,18
2010,28/09/2010,15,25,S/D,S/D,13,24
2010,28/09/2010,16,27,S/D,S/D,14,22
2010,28/09/2010,17,35,S/D,S/D,18,33
2010,28/09/2010,18,31,S/D,S/D,22,36
2010,28/09/2010,19,34,S/D,S/D,34,40
2010,28/09/2010,20,31,S/D,S/D,39,35
2010,28/09/2010,21,30,S/D,S/D,45,35
2010,28/09/2010,22,28,S/D,S/D,5,32
2010,28/09/2010,23,22,S/D,S/D,48,26
2010,28/09/2010,24,21,S/D,S/D,48,23
2010,29/09/2010,1,17,S/D,S/D,44,22
2010,29/09/2010,2,14,S/D,S/D,4,20
2010,29/09/2010,3,11,S/D,S/D,27,15
2010,29/09/2010,4,11,S/D,S/D,22,16
2010,29/09/2010,5,10,S/D,S/D,15,13
2010,29/09/2010,6,12,S/D,S/D,1,19
2010,29/09/2010,7,17,S/D,S/D,1,25
2010,29/09/2010,8,21,S/D,S/D,11,26
2010,29/09/2010,9,22,S/D,S/D,14,26
2010,29/09/2010,10,24,S/D,S/D,19,26
2010,29/09/2010,11,23,S/D,S/D,23,25
2010,29/09/2010,12,20,S/D,S/D,26,26
2010,29/09/2010,13,21,S/D,S/D,32,25
2010,29/09/2010,14,19,S/D,S/D,36,23
2010,29/09/2010,15,21,S/D,S/D,37,22
2010,29/09/2010,16,19,S/D,S/D,38,22
2010,29/09/2010,17,20,S/D,S/D,35,21
2010,29/09/2010,18,21,S/D,S/D,3,23
2010,29/09/2010,19,25,S/D,S/D,29,25
2010,29/09/2010,20,25,S/D,S/D,26,24
2010,29/09/2010,21,23,S/D,S/D,21,25
2010,29/09/2010,22,21,S/D,S/D,17,23
2010,29/09/2010,23,17,S/D,S/D,15,21
2010,29/09/2010,24,15,S/D,S/D,12,17
2010,30/09/2010,1,14,S/D,S/D,11,15
2010,30/09/2010,2,10,S/D,S/D,9,12
2010,30/09/2010,3,8,S/D,S/D,6,9
2010,30/09/2010,4,8,S/D,S/D,5,8
2010,30/09/2010,5,8,S/D,S/D,5,9
2010,30/09/2010,6,11,S/D,S/D,5,14
2010,30/09/2010,7,19,S/D,S/D,5,19
2010,30/09/2010,8,24,S/D,S/D,5,23
2010,30/09/2010,9,24,S/D,S/D,5,23
2010,30/09/2010,10,23,S/D,S/D,5,20
2010,30/09/2010,11,24,S/D,S/D,5,18
2010,30/09/2010,12,23,S/D,S/D,5,17
2010,30/09/2010,13,23,S/D,S/D,13,S/D
2010,30/09/2010,14,18,S/D,S/D,15,S/D
2010,30/09/2010,15,16,S/D,S/D,12,S/D
2010,30/09/2010,16,22,S/D,S/D,13,S/D
2010,30/09/2010,17,S/D,S/D,S/D,16,S/D
2010,30/09/2010,18,S/D,S/D,S/D,17,S/D
2010,30/09/2010,19,26,S/D,S/D,6,20
2010,30/09/2010,20,30,S/D,S/D,7,26
2010,30/09/2010,21,30,S/D,S/D,8,30
2010,30/09/2010,22,32,S/D,S/D,1,31
2010,30/09/2010,23,31,S/D,S/D,13,31
2010,30/09/2010,24,30,S/D,S/D,13,30
2010,01/10/2010,1,25,S/D,S/D,14,22
2010,01/10/2010,2,20,S/D,S/D,14,16
2010,01/10/2010,3,17,S/D,S/D,13,23
2010,01/10/2010,4,13,S/D,S/D,13,16
2010,01/10/2010,5,12,S/D,S/D,11,13
2010,01/10/2010,6,18,S/D,S/D,9,14
2010,01/10/2010,7,21,S/D,S/D,7,18
2010,01/10/2010,8,26,S/D,S/D,5,22
2010,01/10/2010,9,S/D,S/D,S/D,5,19
2010,01/10/2010,10,34,S/D,S/D,6,20
2010,01/10/2010,11,23,S/D,S/D,7,19
2010,01/10/2010,12,27,S/D,S/D,7,S/D
2010,01/10/2010,13,22,S/D,S/D,7,S/D
2010,01/10/2010,14,19,S/D,S/D,7,S/D
2010,01/10/2010,15,20,S/D,S/D,7,13
2010,01/10/2010,16,25,S/D,S/D,6,12
2010,01/10/2010,17,27,S/D,S/D,6,15
2010,01/10/2010,18,27,S/D,S/D,19,S/D
2010,01/10/2010,19,33,S/D,S/D,5,20
2010,01/10/2010,20,31,S/D,S/D,6,28
2010,01/10/2010,21,32,S/D,S/D,7,30
2010,01/10/2010,22,32,S/D,S/D,1,30
2010,01/10/2010,23,32,S/D,S/D,12,30
2010,01/10/2010,24,30,S/D,S/D,15,29
2010,02/10/2010,1,29,S/D,S/D,16,28
2010,02/10/2010,2,27,S/D,S/D,17,25
2010,02/10/2010,3,25,S/D,S/D,18,23
2010,02/10/2010,4,23,S/D,S/D,18,21
2010,02/10/2010,5,21,S/D,S/D,17,20
2010,02/10/2010,6,24,S/D,S/D,15,24
2010,02/10/2010,7,25,S/D,S/D,14,26
2010,02/10/2010,8,31,S/D,S/D,14,29
2010,02/10/2010,9,31,S/D,S/D,15,29
2010,02/10/2010,10,22,S/D,S/D,16,25
2010,02/10/2010,11,21,S/D,S/D,15,17
2010,02/10/2010,12,17,S/D,S/D,15,14
2010,02/10/2010,13,16,S/D,S/D,14,9
2010,02/10/2010,14,18,S/D,S/D,14,11
2010,02/10/2010,15,18,S/D,S/D,13,14
2010,02/10/2010,16,15,S/D,S/D,1,14
2010,02/10/2010,17,20,S/D,S/D,8,17
2010,02/10/2010,18,19,S/D,S/D,8,23
2010,02/10/2010,19,29,S/D,S/D,1,28
2010,02/10/2010,20,36,S/D,S/D,12,32
2010,02/10/2010,21,42,S/D,S/D,19,37
2010,02/10/2010,22,42,S/D,S/D,34,39
2010,02/10/2010,23,39,S/D,S/D,45,39
2010,02/10/2010,24,40,S/D,S/D,5,39
2010,03/10/2010,1,33,S/D,S/D,53,33
2010,03/10/2010,2,32,S/D,S/D,54,32
2010,03/10/2010,3,S/D,S/D,S/D,54,30
2010,03/10/2010,4,S/D,S/D,S/D,54,32
2010,03/10/2010,5,30,S/D,S/D,5,33
2010,03/10/2010,6,32,S/D,S/D,4,33
2010,03/10/2010,7,33,S/D,S/D,33,33
2010,03/10/2010,8,29,S/D,S/D,31,35
2010,03/10/2010,9,29,S/D,S/D,3,30
2010,03/10/2010,10,19,S/D,S/D,28,24
2010,03/10/2010,11,15,S/D,S/D,26,19
2010,03/10/2010,12,17,S/D,S/D,24,19
2010,03/10/2010,13,18,S/D,S/D,21,16
2010,03/10/2010,14,18,S/D,S/D,16,16
2010,03/10/2010,15,15,S/D,S/D,12,14
2010,03/10/2010,16,13,S/D,S/D,9,16
2010,03/10/2010,17,14,S/D,S/D,8,20
2010,03/10/2010,18,20,S/D,S/D,9,23
2010,03/10/2010,19,26,S/D,S/D,12,30
2010,03/10/2010,20,36,S/D,S/D,17,37
2010,03/10/2010,21,43,S/D,S/D,25,41
2010,03/10/2010,22,41,S/D,S/D,33,41
2010,03/10/2010,23,38,S/D,S/D,37,37
2010,03/10/2010,24,34,S/D,S/D,38,34
2010,04/10/2010,1,31,S/D,S/D,38,33
2010,04/10/2010,2,24,S/D,S/D,36,26
2010,04/10/2010,3,19,S/D,S/D,33,29
2010,04/10/2010,4,16,S/D,S/D,28,18
2010,04/10/2010,5,17,S/D,S/D,2,18
2010,04/10/2010,6,22,S/D,S/D,12,28
2010,04/10/2010,7,30,S/D,S/D,1,33
2010,04/10/2010,8,31,S/D,S/D,15,36
2010,04/10/2010,9,28,S/D,S/D,18,35
2010,04/10/2010,10,S/D,S/D,S/D,22,37
2010,04/10/2010,11,S/D,S/D,S/D,25,36
2010,04/10/2010,12,S/D,S/D,S/D,28,34
2010,04/10/2010,13,6,S/D,S/D,3,30
2010,04/10/2010,14,20,S/D,S/D,31,24
2010,04/10/2010,15,21,S/D,S/D,29,25
2010,04/10/2010,16,25,S/D,S/D,25,26
2010,04/10/2010,17,25,S/D,S/D,22,26
2010,04/10/2010,18,28,S/D,S/D,21,29
2010,04/10/2010,19,38,S/D,S/D,3,40
2010,04/10/2010,20,43,S/D,S/D,39,42
2010,04/10/2010,21,44,S/D,S/D,45,41
2010,04/10/2010,22,42,S/D,S/D,47,32
2010,04/10/2010,23,41,S/D,S/D,47,31
2010,04/10/2010,24,37,S/D,S/D,46,25
2010,05/10/2010,1,34,S/D,S/D,45,23
2010,05/10/2010,2,34,S/D,S/D,41,21
2010,05/10/2010,3,34,S/D,S/D,29,22
2010,05/10/2010,4,21,S/D,S/D,18,24
2010,05/10/2010,5,22,S/D,S/D,1,31
2010,05/10/2010,6,29,S/D,S/D,9,34
2010,05/10/2010,7,37,S/D,S/D,18,36
2010,05/10/2010,8,38,S/D,S/D,28,39
2010,05/10/2010,9,27,S/D,S/D,3,34
2010,05/10/2010,10,29,S/D,S/D,32,30
2010,05/10/2010,11,S/D,S/D,S/D,34,30
2010,05/10/2010,12,S/D,S/D,S/D,36,30
2010,05/10/2010,13,26,S/D,S/D,37,28
2010,05/10/2010,14,24,S/D,S/D,37,25
2010,05/10/2010,15,31,S/D,S/D,29,27
2010,05/10/2010,16,27,S/D,S/D,2,31
2010,05/10/2010,17,33,S/D,S/D,2,34
2010,05/10/2010,18,33,S/D,S/D,19,33
2010,05/10/2010,19,39,S/D,S/D,35,S/D
2010,05/10/2010,20,41,S/D,S/D,19,36
2010,05/10/2010,21,39,S/D,S/D,18,35
2010,05/10/2010,22,35,S/D,S/D,17,31
2010,05/10/2010,23,28,S/D,S/D,15,25
2010,05/10/2010,24,S/D,S/D,S/D,15,33
2010,06/10/2010,1,S/D,S/D,S/D,13,28
2010,06/10/2010,2,S/D,S/D,S/D,12,28
2010,06/10/2010,3,S/D,S/D,S/D,1,26
2010,06/10/2010,4,S/D,S/D,S/D,9,30
2010,06/10/2010,5,S/D,S/D,S/D,9,25
2010,06/10/2010,6,S/D,S/D,S/D,11,27
2010,06/10/2010,7,S/D,S/D,S/D,14,31
2010,06/10/2010,8,S/D,S/D,S/D,18,31
2010,06/10/2010,9,S/D,S/D,S/D,23,30
2010,06/10/2010,10,S/D,S/D,S/D,27,31
2010,06/10/2010,11,S/D,S/D,S/D,3,33
2010,06/10/2010,12,S/D,S/D,S/D,32,34
